i= 1	a=-2.000000	b=1.500000	c=-0.250000	f(a)=-7.500000	f(b)=1.250000	f(c)=0.703125
i= 2	a=-2.000000	b=-0.250000	c=-1.125000	f(a)=-7.500000	f(b)=1.250000	f(c)=-0.431641
i= 3	a=-1.125000	b=-0.250000	c=-0.687500	f(a)=-7.500000	f(b)=1.250000	f(c)=0.626221
The solution P3 is -0.687500	
