0.70	54985068.000000	0.220599	0.072279	0.012845
0.72	54995000.000000	0.326000	0.146437	0.042506
0.74	54995000.000000	0.558854	0.355532	0.168031
0.76	54995000.000000	0.752411	0.581783	0.364451
0.78	54995000.000000	0.846935	0.722946	0.534939
0.80	54995000.000000	0.883246	0.787156	0.630899
