2240000  9.107143e-001 9.107143e-001 8.294005e-001 6.879052e-001
2250000  9.000000e-001 9.000000e-001 8.100000e-001 6.561000e-001
2260000  8.535714e-001 8.535714e-001 7.285842e-001 5.308349e-001
2270000  9.000000e-001 9.000000e-001 8.100000e-001 6.561000e-001
2280000  8.964286e-001 8.964286e-001 8.035842e-001 6.457475e-001
2290000  9.357143e-001 9.357143e-001 8.755612e-001 7.666075e-001
2300000  9.107143e-001 9.107143e-001 8.294005e-001 6.879052e-001
2310000  8.857143e-001 8.857143e-001 7.844898e-001 6.154242e-001
2320000  8.892857e-001 8.892857e-001 7.908291e-001 6.254106e-001
2330000  8.035714e-001 8.035714e-001 6.457270e-001 4.169634e-001
2340000  8.214286e-001 8.214286e-001 6.747449e-001 4.552807e-001
2350000  8.928571e-001 8.928571e-001 7.971939e-001 6.355181e-001
2360000  9.392857e-001 9.392857e-001 8.822577e-001 7.783786e-001
2370000  8.714286e-001 8.714286e-001 7.593878e-001 5.766698e-001
2380000  7.750000e-001 7.750000e-001 6.006250e-001 3.607504e-001
2390000  8.500000e-001 8.500000e-001 7.225000e-001 5.220062e-001
2400000  8.428571e-001 8.428571e-001 7.104082e-001 5.046798e-001
2410000  8.321429e-001 8.321429e-001 6.924617e-001 4.795033e-001
2420000  8.821429e-001 8.821429e-001 7.781760e-001 6.055579e-001
2430000  8.785714e-001 8.785714e-001 7.718878e-001 5.958107e-001
2440000  8.714286e-001 8.714286e-001 7.593878e-001 5.766698e-001
2450000  9.250000e-001 9.250000e-001 8.556250e-001 7.320941e-001
2460000  8.678571e-001 8.678571e-001 7.531760e-001 5.672741e-001
2470000  8.857143e-001 8.857143e-001 7.844898e-001 6.154242e-001
2480000  9.178571e-001 9.178571e-001 8.424617e-001 7.097418e-001
2490000  9.428571e-001 9.428571e-001 8.889796e-001 7.902847e-001
2500000  9.857143e-001 9.857143e-001 9.716327e-001 9.440700e-001
2510000  9.928571e-001 9.928571e-001 9.857653e-001 9.717332e-001
2520000  9.857143e-001 9.857143e-001 9.716327e-001 9.440700e-001
2530000  1.000000e+000 1.000000e+000 1.000000e+000 1.000000e+000
2540000  9.214286e-001 9.214286e-001 8.490306e-001 7.208530e-001
2550000  9.428571e-001 9.428571e-001 8.889796e-001 7.902847e-001
2560000  9.428571e-001 9.428571e-001 8.889796e-001 7.902847e-001
2570000  9.714286e-001 9.714286e-001 9.436735e-001 8.905196e-001
2580000  9.571429e-001 9.571429e-001 9.161224e-001 8.392803e-001
2590000  9.678571e-001 9.678571e-001 9.367474e-001 8.774958e-001
2600000  9.964286e-001 9.964286e-001 9.928699e-001 9.857906e-001
2610000  1.000000e+000 1.000000e+000 1.000000e+000 1.000000e+000
2620000  9.857143e-001 9.857143e-001 9.716327e-001 9.440700e-001
2630000  9.071429e-001 9.071429e-001 8.229082e-001 6.771778e-001
2640000  8.000000e-001 8.000000e-001 6.400000e-001 4.096000e-001
2650000  8.785714e-001 8.785714e-001 7.718878e-001 5.958107e-001
2660000  8.964286e-001 8.964286e-001 8.035842e-001 6.457475e-001
2670000  8.678571e-001 8.678571e-001 7.531760e-001 5.672741e-001
2680000  9.000000e-001 9.000000e-001 8.100000e-001 6.561000e-001
2690000  8.928571e-001 8.928571e-001 7.971939e-001 6.355181e-001
2700000  9.178571e-001 9.178571e-001 8.424617e-001 7.097418e-001
2710000  9.321429e-001 9.321429e-001 8.688903e-001 7.549704e-001
2720000  8.964286e-001 8.964286e-001 8.035842e-001 6.457475e-001
2730000  8.750000e-001 8.750000e-001 7.656250e-001 5.861816e-001
2740000  9.642857e-001 9.642857e-001 9.298469e-001 8.646153e-001
2750000  9.464286e-001 9.464286e-001 8.957270e-001 8.023269e-001
2760000  9.392857e-001 9.392857e-001 8.822577e-001 7.783786e-001
2770000  9.250000e-001 9.250000e-001 8.556250e-001 7.320941e-001
2780000  9.821429e-001 9.821429e-001 9.646046e-001 9.304620e-001
2790000  1.000000e+000 1.000000e+000 1.000000e+000 1.000000e+000
2800000  9.535714e-001 9.535714e-001 9.092985e-001 8.268237e-001
2810000  9.428571e-001 9.428571e-001 8.889796e-001 7.902847e-001
2820000  9.678571e-001 9.678571e-001 9.367474e-001 8.774958e-001
2830000  9.892857e-001 9.892857e-001 9.786862e-001 9.578267e-001
2840000  9.500000e-001 9.500000e-001 9.025000e-001 8.145062e-001
2850000  9.107143e-001 9.107143e-001 8.294005e-001 6.879052e-001
2860000  9.714286e-001 9.714286e-001 9.436735e-001 8.905196e-001
2870000  9.571429e-001 9.571429e-001 9.161224e-001 8.392803e-001
2880000  9.071429e-001 9.071429e-001 8.229082e-001 6.771778e-001
2890000  9.142857e-001 9.142857e-001 8.359184e-001 6.987595e-001
2900000  8.392857e-001 8.392857e-001 7.044005e-001 4.961801e-001
2910000  7.892857e-001 7.892857e-001 6.229719e-001 3.880940e-001
2920000  7.678571e-001 7.678571e-001 5.896046e-001 3.476336e-001
2930000  7.857143e-001 7.857143e-001 6.173469e-001 3.811172e-001
2940000  8.392857e-001 8.392857e-001 7.044005e-001 4.961801e-001
2950000  8.964286e-001 8.964286e-001 8.035842e-001 6.457475e-001
2960000  9.357143e-001 9.357143e-001 8.755612e-001 7.666075e-001
2970000  8.892857e-001 8.892857e-001 7.908291e-001 6.254106e-001
2980000  7.964286e-001 7.964286e-001 6.342985e-001 4.023345e-001
2990000  8.821429e-001 8.821429e-001 7.781760e-001 6.055579e-001
3000000  9.321429e-001 9.321429e-001 8.688903e-001 7.549704e-001
3010000  8.964286e-001 8.964286e-001 8.035842e-001 6.457475e-001
