0.70	50045000.000000	0.416168	0.228705	0.094772
0.72	50035020.000000	0.534160	0.346651	0.180980
0.74	50035020.000000	0.658626	0.486753	0.302388
0.76	50045000.000000	0.773409	0.629706	0.447286
0.78	50045000.000000	0.841402	0.725867	0.563094
0.80	50025024.000000	0.882032	0.789148	0.649251
